ID;Unit;Civic number - Parcel;Street name - Parcel;Business name;Retail category;Year recorded;Geo Local Area;Geom;geo_point_2d
2426;N/A;898;GRANVILLE ST;Dr. Vape Smoke & Bongs;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12098925058666, 49.28020766702466], ""type"": ""Point""}";49.28020766702466, -123.12098925058666
2427;N/A;900;GRANVILLE ST;Dublin Calling;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12133012425576, 49.279980625649976], ""type"": ""Point""}";49.279980625649976, -123.12133012425576
2428;N/A;901;GRANVILLE ST;Cinema Public House;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12192807714487, 49.28036767774088], ""type"": ""Point""}";49.28036767774088, -123.12192807714487
2431;N/A;911;GRANVILLE ST;Cavo Bar & Kitchen;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12200168614316, 49.28031897389923], ""type"": ""Point""}";49.28031897389923, -123.12200168614316
2433;N/A;921;GRANVILLE ST;Speakeasy on Granville;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12222249574698, 49.28017285311342], ""type"": ""Point""}";49.28017285311342, -123.12222249574698
2439;N/A;957;GRANVILLE ST;The Granville Room;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12266410279321, 49.279880611176175], ""type"": ""Point""}";49.279880611176175, -123.12266410279321
2445;N/A;982;GRANVILLE ST;7-Eleven Canada Store #35667H;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12250837033133, 49.27920229771218], ""type"": ""Point""}";49.27920229771218, -123.12250837033133
2451;N/A;998;GRANVILLE ST;Tim Horton's;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12250837033133, 49.27920229771218], ""type"": ""Point""}";49.27920229771218, -123.12250837033133
2457;N/A;1011;GRANVILLE ST;Frites-Fries With Benefits;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12366525869692, 49.279216167380355], ""type"": ""Point""}";49.279216167380355, -123.12366525869692
2461;N/A;1019;GRANVILLE ST;Crave India;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12366525869692, 49.279216167380355], ""type"": ""Point""}";49.279216167380355, -123.12366525869692
2463;N/A;1028;GRANVILLE ST;A & W Restaurant;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12325484307857, 49.27870877295325], ""type"": ""Point""}";49.27870877295325, -123.12325484307857
2468;N/A;1049;GRANVILLE ST;The Mexican;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12418052750475, 49.27887516690173], ""type"": ""Point""}";49.27887516690173, -123.12418052750475
2470;N/A;1051;GRANVILLE ST;Planet Rock;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12418052750475, 49.27887516690173], ""type"": ""Point""}";49.27887516690173, -123.12418052750475
2472;N/A;1062;GRANVILLE ST;Vacant;Vacant;2020;Downtown;"{""coordinates"": [-123.12373343815443, 49.27839223097704], ""type"": ""Point""}";49.27839223097704, -123.12373343815443
2474;N/A;1075;GRANVILLE ST;King Royal Vape Shop;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12451744159561, 49.278652154660314], ""type"": ""Point""}";49.278652154660314, -123.12451744159561
2479;N/A;1087;GRANVILLE ST;The Templeton;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12469250035392, 49.27853628692521], ""type"": ""Point""}";49.27853628692521, -123.12469250035392
2481;N/A;1093;GRANVILLE ST;Helen's Grocery;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12469250035392, 49.27853628692521], ""type"": ""Point""}";49.27853628692521, -123.12469250035392
2482;N/A;1097;GRANVILLE ST;XXX Adult Superstore;Entertainment and Leisure;2020;Downtown;"{""coordinates"": [-123.12469250035392, 49.27853628692521], ""type"": ""Point""}";49.27853628692521, -123.12469250035392
2483;N/A;1100;GRANVILLE ST;Sniki Tiki;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12462651617916, 49.277800865087826], ""type"": ""Point""}";49.277800865087826, -123.12462651617916
2484;N/A;1105;GRANVILLE ST;8th & Main;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.12511110984043, 49.2782593368807], ""type"": ""Point""}";49.2782593368807, -123.12511110984043
2487;N/A;1129;GRANVILLE ST;I-Exit Game Downtown Inc;Entertainment and Leisure;2020;Downtown;"{""coordinates"": [-123.12547918768693, 49.2780156773963], ""type"": ""Point""}";49.2780156773963, -123.12547918768693
2491;N/A;1143;GRANVILLE ST;Triple M Buy & Sell;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.12562657320146, 49.27791833417839], ""type"": ""Point""}";49.27791833417839, -123.12562657320146
2497;N/A;1162;GRANVILLE ST;Wings on Granville;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12554647438049, 49.27719217158125], ""type"": ""Point""}";49.27719217158125, -123.12554647438049
2498;N/A;1163;GRANVILLE ST;Cabana;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12592138681967, 49.277723778456505], ""type"": ""Point""}";49.277723778456505, -123.12592138681967
2501;N/A;1173;GRANVILLE ST;Mr Greek Donair Town;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12606856182053, 49.277625975244895], ""type"": ""Point""}";49.277625975244895, -123.12606856182053
2502;N/A;1175;GRANVILLE ST;"Grade ""A"" Steak & Seafood Rest";Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12614205159947, 49.277577386707215], ""type"": ""Point""}";49.277577386707215, -123.12614205159947
2512;N/A;1230;GRANVILLE ST;Vancity Barber Shop;Service Commercial;2020;Downtown;"{""coordinates"": [-123.1264027864483, 49.27662511607424], ""type"": ""Point""}";49.27662511607424, -123.1264027864483
2513;N/A;1250;GRANVILLE ST;Enterprise Car Rentals;Automotive Goods & Services;2020;Downtown;"{""coordinates"": [-123.12669707294728, 49.27643024317205], ""type"": ""Point""}";49.27643024317205, -123.12669707294728
2516;1;1256;GRANVILLE ST;Lions MMA;Entertainment and Leisure;2020;Downtown;"{""coordinates"": [-123.12684415734178, 49.27633297965912], ""type"": ""Point""}";49.27633297965912, -123.12684415734178
2517;N/A;1259;GRANVILLE ST;Future Hair Training Centre;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12747717840762, 49.27669392371297], ""type"": ""Point""}";49.27669392371297, -123.12747717840762
2518;N/A;1265;GRANVILLE ST;Plus Alpha Food & Beverages;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12766090944993, 49.27657219859618], ""type"": ""Point""}";49.27657219859618, -123.12766090944993
2519;N/A;1275;GRANVILLE ST;Spirit of Howe Lounge (aka Mango);Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12780817662163, 49.276474944450385], ""type"": ""Point""}";49.276474944450385, -123.12780817662163
2522;N/A;1294;GRANVILLE ST;7-Eleven Store;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.12735905319141, 49.275991697173836], ""type"": ""Point""}";49.275991697173836, -123.12735905319141
2527;N/A;1348;GRANVILLE ST;Vacant;Vacant;2020;Downtown;"{""coordinates"": [-123.12792346365256, 49.27562442353768], ""type"": ""Point""}";49.27562442353768, -123.12792346365256
2534;N/A;433;HORNBY ST;Van Cha China Tea;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11674914416713, 49.28624846916131], ""type"": ""Point""}";49.28624846916131, -123.11674914416713
2536;N/A;490;HORNBY ST;Tim Horton's;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11639925073582, 49.286022392094274], ""type"": ""Point""}";49.286022392094274, -123.11639925073582
2537;N/A;518;HORNBY ST;Sapporo Ramen Shogun;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11707921196127, 49.28538797281386], ""type"": ""Point""}";49.28538797281386, -123.11707921196127
2540;N/A;581;HORNBY ST;Copper Chimney Restaurant - Indian Grill & Bar;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11829597773787, 49.285306970690435], ""type"": ""Point""}";49.285306970690435, -123.11829597773787
2542;101;580;HORNBY ST;Brascia's Clothing For Men;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11766865614112, 49.28499827079988], ""type"": ""Point""}";49.28499827079988, -123.11766865614112
2545;N/A;608;HORNBY ST;The Printing House Ltd;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11834207920286, 49.28455298585024], ""type"": ""Point""}";49.28455298585024, -123.11834207920286
2551;N/A;763;HORNBY ST;Caffe Artigiano Inc;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12192341063782, 49.28290921907629], ""type"": ""Point""}";49.28290921907629, -123.12192341063782
2561;N/A;851;HORNBY ST;Aube Hair Salon;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12321346155849, 49.28205532648003], ""type"": ""Point""}";49.28205532648003, -123.12321346155849
2566;N/A;869;HORNBY ST;Boston Pizza;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12321346155849, 49.28205532648003], ""type"": ""Point""}";49.28205532648003, -123.12321346155849
2567;N/A;905;HORNBY ST;Earls Restaurants (Hornby) Ltd;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12420172466877, 49.28157566920938], ""type"": ""Point""}";49.28157566920938, -123.12420172466877
2570;N/A;947;HORNBY ST;Tim Horton's;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12420172466877, 49.28157566920938], ""type"": ""Point""}";49.28157566920938, -123.12420172466877
2584;101;1001;HORNBY ST;Wall Flowers;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.1258113527963, 49.280609435042415], ""type"": ""Point""}";49.280609435042415, -123.1258113527963
2587;N/A;1010;HORNBY ST;Royal Bank;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12484476801036, 49.27999824442466], ""type"": ""Point""}";49.27999824442466, -123.12484476801036
2590;N/A;1062;HORNBY ST;Femme Free Showroom;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2591;N/A;1064;HORNBY ST;Souzan Chi Tailoring & Alterations;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2592;N/A;1065;HORNBY ST;Wall Centre Dental;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12651056901292, 49.280147180176], ""type"": ""Point""}";49.280147180176, -123.12651056901292
2599;N/A;1088;HORNBY ST;Salon Origins;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2600;N/A;1090;HORNBY ST;Jeweliette Jewelry;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2608;N/A;1318;HORNBY ST;Barrette Salon;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12972314778992, 49.27702579132671], ""type"": ""Point""}";49.27702579132671, -123.12972314778992
2613;N/A;1351;HORNBY ST;Anchor Point Montessori;Service Commercial;2020;Downtown;"{""coordinates"": [-123.13077936544705, 49.277089947146365], ""type"": ""Point""}";49.277089947146365, -123.13077936544705
2615;3;1353;HORNBY ST;Little Spa;Service Commercial;2020;Downtown;"{""coordinates"": [-123.13077936544705, 49.277089947146365], ""type"": ""Point""}";49.277089947146365, -123.13077936544705
2618;N/A;1359;HORNBY ST;Reckless Bikes;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.13077936544705, 49.277089947146365], ""type"": ""Point""}";49.277089947146365, -123.13077936544705
2624;N/A;329;HOWE ST;Crest Jewellers;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11434780337117, 49.28653182643322], ""type"": ""Point""}";49.28653182643322, -123.11434780337117
2629;N/A;410;HOWE ST;Bang and Olufsen;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11501515891854, 49.285665992365765], ""type"": ""Point""}";49.285665992365765, -123.11501515891854
2632;N/A;455;HOWE ST;Lindt Chocolates;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.11589626720881, 49.28569705296556], ""type"": ""Point""}";49.28569705296556, -123.11589626720881
2633;N/A;456;HOWE ST;Cartier;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11542776726155, 49.2853928770122], ""type"": ""Point""}";49.2853928770122, -123.11542776726155
2642;100;555;HOWE ST;International Arts Gallery;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11710457526705, 49.28482598898185], ""type"": ""Point""}";49.28482598898185, -123.11710457526705
2643;N/A;565;HOWE ST;Feuille Luxury;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11717850646785, 49.284777312213876], ""type"": ""Point""}";49.284777312213876, -123.11717850646785
2646;103;595;HOWE ST;DHL Express;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11743646089614, 49.28460668985421], ""type"": ""Point""}";49.28460668985421, -123.11743646089614
2651;110;840;HOWE ST;Smak - Healthy Fast Food;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12164510536734, 49.28109973566644], ""type"": ""Point""}";49.28109973566644, -123.12164510536734
2653;170;840;HOWE ST;Lure Salon Inc;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12164510536734, 49.28109973566644], ""type"": ""Point""}";49.28109973566644, -123.12164510536734
2655;100;938;HOWE ST;BC Alliance for Arts and Culture;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12282334663986, 49.2803207120504], ""type"": ""Point""}";49.2803207120504, -123.12282334663986
2656;100;948;HOWE ST;The Red Room Hair World Ltd;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12300735003949, 49.28019897343837], ""type"": ""Point""}";49.28019897343837, -123.12300735003949
2657;100;948;HOWE ST;Vancouver Green Spa Ltd;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12300735003949, 49.28019897343837], ""type"": ""Point""}";49.28019897343837, -123.12300735003949
2659;N/A;988;HOWE ST;Pallet Coffee Roasters Inc;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12333857805436, 49.279979835072155], ""type"": ""Point""}";49.279979835072155, -123.12333857805436
2668;N/A;1075;HOWE ST;iNail Spa;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12552001521188, 49.279259416847054], ""type"": ""Point""}";49.279259416847054, -123.12552001521188
2669;N/A;1085;HOWE ST;Canaan Transport;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12552001521188, 49.279259416847054], ""type"": ""Point""}";49.279259416847054, -123.12552001521188
2671;N/A;1095;HOWE ST;Starbucks Coffee;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.12552001521188, 49.279259416847054], ""type"": ""Point""}";49.279259416847054, -123.12552001521188
2673;202;1125;HOWE ST;Animism Studios Inc;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.12626626114388, 49.27876548878274], ""type"": ""Point""}";49.27876548878274, -123.12626626114388
2677;N/A;1197;HOWE ST;Pure Float Ltd;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12696559832357, 49.2783027028566], ""type"": ""Point""}";49.2783027028566, -123.12696559832357
2678;N/A;1214;HOWE ST;Steve Nash Fitness World;Entertainment and Leisure;2020;Downtown;"{""coordinates"": [-123.12730553863715, 49.27735324868997], ""type"": ""Point""}";49.27735324868997, -123.12730553863715
2680;N/A;1282;HOWE ST;The Ammerose Spa & Salon;Service Commercial;2020;Downtown;"{""coordinates"": [-123.12818861008408, 49.27676891479766], ""type"": ""Point""}";49.27676891479766, -123.12818861008408
2684;N/A;1291;HOWE ST;Freshii;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.1286333145039, 49.27720128513876], ""type"": ""Point""}";49.27720128513876, -123.1286333145039
2689;N/A;898;W PENDER ST;VanCity;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11694626312621, 49.28565873619095], ""type"": ""Point""}";49.28565873619095, -123.11694626312621
2692;N/A;330;ROBSON ST;Stella Nails Ltd;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11652159554393, 49.27880509195092], ""type"": ""Point""}";49.27880509195092, -123.11652159554393
2695;103;345;ROBSON ST;ABC Store;Comparison Goods;2020;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2696;104;345;ROBSON ST;Salad Loop;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2697;105;345;ROBSON ST;Robson Barbers;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2699;202;345;ROBSON ST;Sushi Sonoya;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2703;207;345;ROBSON ST;Flying Wedge Pizza;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2712;N/A;386;ROBSON ST;Gong Cha;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.1169831999752, 49.27904546166031], ""type"": ""Point""}";49.27904546166031, -123.1169831999752
2715;N/A;410;ROBSON ST;Blanche MacDonald Centre;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11761051036932, 49.27935527828619], ""type"": ""Point""}";49.27935527828619, -123.11761051036932
2718;N/A;428;ROBSON ST;Body Energy Club Gastown;Convenience Goods;2020;Downtown;"{""coordinates"": [-123.11761051036932, 49.27935527828619], ""type"": ""Point""}";49.27935527828619, -123.11761051036932
2723;N/A;450;ROBSON ST;A&W Restaurant;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11761051036932, 49.27935527828619], ""type"": ""Point""}";49.27935527828619, -123.11761051036932
2724;N/A;463;ROBSON ST;Tim Hortons;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11703931806129, 49.28027859562197], ""type"": ""Point""}";49.28027859562197, -123.11703931806129
2725;N/A;481;ROBSON ST;Fido;Service Commercial;2020;Downtown;"{""coordinates"": [-123.11703931806129, 49.28027859562197], ""type"": ""Point""}";49.28027859562197, -123.11703931806129
2729;N/A;498;ROBSON ST;Starbucks Coffee Canada Inc;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11784309162361, 49.279746706821406], ""type"": ""Point""}";49.279746706821406, -123.11784309162361
2735;N/A;542;ROBSON ST;Curry Fusion;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11827660665111, 49.28018487880979], ""type"": ""Point""}";49.28018487880979, -123.11827660665111
2736;N/A;547;ROBSON ST;Tractor Foods (Robson) Corp;Food & Beverage;2020;Downtown;"{""coordinates"": [-123.11772283768464, 49.28055303595439], ""type"": ""Point""}";49.28055303595439, -123.11772283768464
