TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2022,6,30,6,15,12XX BEACH AVE,West End,490016.2521,5458519.1515
Other Theft,2022,6,8,12,0,12XX BIDWELL ST,West End,489724.3832,5459200.669
Other Theft,2022,2,26,10,24,12XX BURNABY ST,West End,490152.2575,5458787.7725
Other Theft,2022,3,3,0,0,12XX BURRARD ST,Central Business District,490562.8367,5458441.0069
Other Theft,2022,3,24,1,0,12XX BURRARD ST,West End,490592.6425,5458483.373
Other Theft,2022,1,17,12,20,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937
Other Theft,2022,4,24,21,21,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937
Other Theft,2022,5,28,16,6,12XX CARDERO ST,West End,489896.0353,5459160.1153
Other Theft,2022,1,9,16,30,12XX COMMERCIAL DR,Grandview-Woodland,494944.556,5457898.2055
Other Theft,2022,4,20,13,25,12XX COMMERCIAL DR,Grandview-Woodland,494944.7593,5457909.7013
Other Theft,2022,5,9,15,0,12XX COMMERCIAL DR,Grandview-Woodland,494944.7593,5457909.7013
Other Theft,2022,5,2,21,40,12XX DAVIE ST,West End,490229.3351,5458869.5824
Other Theft,2022,5,17,9,59,12XX DAVIE ST,West End,490242.4023,5458856.7083
Other Theft,2022,6,5,4,14,12XX DAVIE ST,West End,490242.4023,5458856.7083
Other Theft,2022,6,16,19,48,12XX DAVIE ST,West End,490242.4023,5458856.7083
Other Theft,2022,2,9,17,50,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2022,2,23,20,38,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2022,5,19,23,56,12XX DAVIE ST,West End,490294.7871,5458792.261
Other Theft,2022,2,4,13,45,12XX E 13TH AVE,Mount Pleasant,494332.7204,5456217.6835
Other Theft,2022,5,26,16,30,12XX E 15TH AVE,Mount Pleasant,494272.6084,5456003.7384
Other Theft,2022,2,24,16,0,12XX E 53RD AVE,Sunset,494141.5351,5452124.8485
Other Theft,2022,5,31,12,20,12XX E 55TH AVE,Sunset,494078.7304,5451877.4627
Other Theft,2022,3,1,21,0,12XX E 62ND AVE,Sunset,494140.8061,5451230.0868
Other Theft,2022,1,1,0,0,12XX E 64TH AVE,Sunset,494047.5912,5451028.1304
Other Theft,2022,4,26,15,17,12XX E 64TH AVE,Sunset,494076.6394,5451027.9336
Other Theft,2022,1,20,14,49,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892
Other Theft,2022,1,30,8,11,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892
Other Theft,2022,4,27,20,30,12XX E PENDER ST,Strathcona,494276.3075,5458633.796
Other Theft,2022,5,19,16,17,12XX E PENDER ST,Strathcona,494276.3075,5458633.796
Other Theft,2022,3,28,21,30,12XX GARDEN DR,Grandview-Woodland,495788.5062,5457818.8183
Other Theft,2022,3,6,16,30,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2022,1,3,21,47,12XX GRANVILLE ST,Central Business District,490718.0012,5458161.6491
Other Theft,2022,2,10,8,53,12XX GRANVILLE ST,Central Business District,490718.0012,5458161.6491
Other Theft,2022,6,11,22,0,12XX GRANVILLE ST,Central Business District,490718.0012,5458161.6491
Other Theft,2022,3,13,23,0,12XX GRANVILLE ST,Central Business District,490731.2073,5458188.2898
Other Theft,2022,3,1,20,57,12XX GRANVILLE ST,Central Business District,490734.5693,5458191.7381
Other Theft,2022,2,18,21,0,12XX GRANVILLE ST,Central Business District,490785.0024,5458243.4575
Other Theft,2022,4,22,23,0,12XX GRANVILLE ST,Central Business District,490793.4079,5458252.0774
Other Theft,2022,6,25,0,30,12XX GRANVILLE ST,Central Business District,490793.4079,5458252.0774
Other Theft,2022,3,5,1,0,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616
Other Theft,2022,3,12,22,53,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616
Other Theft,2022,6,4,3,0,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616
Other Theft,2022,6,12,22,34,12XX GRANVILLE ST,Central Business District,490818.867,5458265.0884
Other Theft,2022,5,1,23,46,12XX GRANVILLE ST,Central Business District,490821.1549,5458267.4345
Other Theft,2022,6,24,20,34,12XX GRANVILLE ST,Central Business District,490821.1549,5458267.4345
Other Theft,2022,3,8,20,10,12XX HAMILTON ST,Central Business District,490978.5574,5457927.808
Other Theft,2022,1,8,0,0,12XX HAMILTON ST,Central Business District,491034.4698,5457970.6278
Other Theft,2022,2,25,23,0,12XX HAMILTON ST,Central Business District,491045.71,5457981.8315
Other Theft,2022,3,20,1,0,12XX HAMILTON ST,Central Business District,491051.1626,5457987.2665
Other Theft,2022,4,5,3,50,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Other Theft,2022,2,8,18,52,12XX HOMER ST,Central Business District,491003.1105,5458037.8979
Other Theft,2022,3,31,18,0,12XX HOMER ST,Central Business District,491003.1105,5458037.8979
Other Theft,2022,3,22,7,41,12XX HORNBY ST,Central Business District,490622.337,5458348.6453
Other Theft,2022,3,1,0,0,12XX HOWE ST,Central Business District,490652.1533,5458256.1886
Other Theft,2022,4,12,19,15,12XX HOWE ST,Central Business District,490657.0617,5458248.1626
Other Theft,2022,6,10,17,0,12XX HOWE ST,Central Business District,490732.7599,5458323.9894
Other Theft,2022,6,10,18,0,12XX HOWE ST,Central Business District,490732.7599,5458323.9894
Other Theft,2022,6,27,9,0,12XX HOWE ST,Central Business District,490732.7599,5458323.9894
Other Theft,2022,4,12,0,45,12XX MAIN ST,Central Business District,492717.8328,5457907.3966
Other Theft,2022,3,24,3,20,12XX MARINASIDE CRES,Central Business District,491266.5625,5457795.0761
Other Theft,2022,5,14,0,54,12XX NELSON ST,West End,490504.5221,5459056.769
Other Theft,2022,1,17,0,0,12XX NICOLA ST,West End,489885.3864,5458964.5388
Other Theft,2022,4,27,14,21,12XX PACIFIC BLVD,Central Business District,491071.5187,5457900.6399
Other Theft,2022,5,9,16,15,12XX RICHARDS ST,Central Business District,490873.7648,5458036.119
Other Theft,2022,2,21,22,0,12XX RICHARDS ST,Central Business District,490957.2624,5458122.1522
Other Theft,2022,3,24,14,0,12XX RICHARDS ST,Central Business District,490957.2624,5458122.1522
Other Theft,2022,2,12,18,41,12XX RICHARDS ST,Central Business District,490959.4601,5458124.4165
Other Theft,2022,3,10,9,23,12XX RICHARDS ST,Central Business District,490959.4601,5458124.4165
Other Theft,2022,4,14,8,0,12XX ROBSON ST,West End,490661.5868,5459366.6182
Other Theft,2022,6,16,17,51,12XX ROBSON ST,West End,490736.3875,5459278.9633
Other Theft,2022,1,22,21,49,12XX SEYMOUR ST,Central Business District,490785.5024,5458098.3031
Other Theft,2022,6,27,11,35,12XX SEYMOUR ST,Central Business District,490859.667,5458173.1841
Other Theft,2022,1,30,14,0,12XX THURLOW ST,West End,490420.6771,5458601.7437
Other Theft,2022,2,24,3,0,12XX THURLOW ST,West End,490452.1695,5458635.6646
Other Theft,2022,2,15,5,50,12XX W 12TH AVE,Fairview,490274.4171,5456452.1616
Other Theft,2022,3,21,15,56,12XX W 73RD AVE,Marpole,490272.8824,5450168.4733
Other Theft,2022,4,28,21,20,12XX W 7TH AVE,Fairview,490403.8383,5456954.9588
Other Theft,2022,1,4,16,0,12XX W 8TH AVE,Fairview,490338.3246,5456863.2309
Other Theft,2022,3,22,15,0,12XX W 8TH AVE,Fairview,490424.4467,5456852.5342
Other Theft,2022,3,22,15,25,12XX W 8TH AVE,Fairview,490424.4467,5456852.5342
Other Theft,2022,1,22,13,7,12XX W BROADWAY AVE,Fairview,490364.6186,5456761.5373
Other Theft,2022,6,23,15,28,12XX W BROADWAY AVE,Fairview,490387.9508,5456760.9595
Other Theft,2022,4,29,12,0,12XX W BROADWAY AVE,Fairview,490414.6899,5456751.1514
Other Theft,2022,1,21,23,30,12XX W CORDOVA ST,Central Business District,490998.322,5459708.3703
Other Theft,2022,4,17,8,0,12XX W GEORGIA ST,Central Business District,490799.7241,5459475.7194
Other Theft,2022,6,5,19,55,12XX W GEORGIA ST,West End,490879.2601,5459383.7585
Other Theft,2022,5,28,19,26,12XX W HASTINGS ST,Central Business District,491061.5289,5459578.1999
Other Theft,2022,2,14,11,10,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576
Other Theft,2022,1,10,17,55,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869
Other Theft,2022,3,25,20,20,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869
Other Theft,2022,4,7,13,3,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869
Other Theft,2022,4,2,15,20,12XX W PENDER ST,Central Business District,491017.8081,5459519.5632
Other Theft,2022,4,14,1,21,12XX W PENDER ST,Central Business District,491024.7259,5459526.4236
Other Theft,2022,5,7,22,0,12XX W PENDER ST,Central Business District,491024.7259,5459526.4236
Other Theft,2022,3,13,3,5,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549
Other Theft,2022,4,3,13,0,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549
Other Theft,2022,6,10,15,0,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.5879
Other Theft,2022,2,28,23,4,13XX ARBUTUS ST,Kitsilano,488908.5068,5457931.3578
Other Theft,2022,5,20,16,0,13XX BURRARD ST,Central Business District,490446.4355,5458325.5382
Other Theft,2022,2,14,20,45,13XX BUTE ST,West End,490171.0339,5458653.4215
Other Theft,2022,3,28,21,0,13XX CARTWRIGHT ST,Fairview,490272.1077,5457451.2753
Other Theft,2022,5,12,12,50,13XX COMMERCIAL DR,Grandview-Woodland,494942.5732,5457788.2913
Other Theft,2022,4,25,18,54,13XX COMMERCIAL DR,Grandview-Woodland,494942.9118,5457805.8591
Other Theft,2022,6,5,2,2,13XX E 20TH AVE,Kensington-Cedar Cottage,494434.1894,5455545.0023
Other Theft,2022,2,15,14,45,13XX E 59TH AVE,Sunset,494246.1842,5451511.8904
Other Theft,2022,2,15,12,30,13XX E 63RD AVE,Sunset,494300.5992,5451119.2834
Other Theft,2022,5,10,12,42,13XX E HASTINGS ST,Grandview-Woodland,494403.2984,5458730.3574
Other Theft,2022,6,6,9,0,13XX E HASTINGS ST,Grandview-Woodland,494452.6034,5458729.449
Other Theft,2022,1,17,14,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Other Theft,2022,2,1,0,0,13XX GRANVILLE ST,Central Business District,490709.1251,5458152.6031
Other Theft,2022,3,18,0,0,13XX GRANVILLE ST,Central Business District,490709.1251,5458152.6031
Other Theft,2022,2,18,23,0,13XX GRANVILLE ST,Central Business District,490709.5111,5458152.977
Other Theft,2022,3,24,11,48,13XX HARO ST,West End,490482.0409,5459376.8426
Other Theft,2022,4,8,12,9,13XX HOMER ST,Central Business District,490902.2049,5457922.5719
Other Theft,2022,3,1,9,0,13XX HORNBY ST,Central Business District,490519.8692,5458259.212
Other Theft,2022,1,7,13,23,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709
Other Theft,2022,2,4,11,0,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709
Other Theft,2022,6,2,14,44,13XX HORNBY ST,Central Business District,490554.9118,5458280.9653
Other Theft,2022,3,16,12,0,13XX HOWE ST,Central Business District,490608.8679,5458212.8073
Other Theft,2022,1,11,6,18,13XX JERVIS ST,West End,490041.9713,5458762.2657
Other Theft,2022,5,14,11,0,13XX MAIN ST,Central Business District,492714.3863,5457808.2441
Other Theft,2022,6,1,12,0,13XX NICOLA ST,West End,489779.1502,5458862.0216
Other Theft,2022,5,18,9,0,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.7891
Other Theft,2022,6,6,18,20,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.7891
Other Theft,2022,1,14,10,21,13XX PARKER ST,Grandview-Woodland,494434.387,5458128.1705
Other Theft,2022,5,22,21,26,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889
Other Theft,2022,5,23,23,37,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889
Other Theft,2022,6,2,18,49,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889
Other Theft,2022,6,4,16,16,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889
Other Theft,2022,2,15,14,23,13XX RICHARDS ST,Central Business District,490835.981,5457997.8622
Other Theft,2022,4,20,4,25,13XX RICHARDS ST,Central Business District,490835.981,5457997.8622
Other Theft,2022,4,20,23,49,13XX RICHARDS ST,Central Business District,490847.0245,5458008.7289
Other Theft,2022,5,1,19,52,13XX ROBSON ST,West End,490599.1574,5459415.9793
Other Theft,2022,6,10,11,29,13XX ROBSON ST,West End,490652.78,5459375.4113
Other Theft,2022,3,8,10,16,13XX ROLSTON ST,Central Business District,490735.2634,5458092.41
Other Theft,2022,2,1,12,0,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499
Other Theft,2022,4,24,0,0,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499
Other Theft,2022,4,10,19,0,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.3525
Other Theft,2022,1,29,23,30,13XX SW MARINE DR,Marpole,490134.4365,5450044.9917
Other Theft,2022,5,7,3,0,13XX SW MARINE DR,Marpole,490134.4365,5450044.9917
Other Theft,2022,4,5,21,0,13XX THURLOW ST,West End,490353.452,5458521.2426
Other Theft,2022,4,26,12,40,13XX VENABLES ST,Grandview-Woodland,494461.7025,5458228.551
Other Theft,2022,2,21,2,0,13XX W 11TH AVE,Fairview,490233.489,5456544.6526
Other Theft,2022,4,22,23,30,13XX W 14TH AVE,Fairview,490102.3376,5456237.9073
Other Theft,2022,4,14,3,15,13XX W 15TH AVE,Fairview,490177.3236,5456141.3095
Other Theft,2022,1,13,18,35,13XX W PENDER ST,Central Business District,490796.4177,5459620.8865
Other Theft,2022,2,23,1,7,13XX WALNUT ST,Kitsilano,489163.2186,5457936.954
Other Theft,2022,2,12,14,30,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Other Theft,2022,6,10,0,5,14XX ARBUTUS ST,Kitsilano,488904.6188,5457791.0517
Other Theft,2022,3,3,11,45,14XX CARTWRIGHT ST,Fairview,490106.5517,5457539.9662
Other Theft,2022,2,11,14,50,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494516.27,5455160.3303
Other Theft,2022,3,4,15,40,14XX COMMERCIAL DR,Grandview-Woodland,494931.3648,5457676.0002
Other Theft,2022,5,20,21,12,14XX COMMERCIAL DR,Grandview-Woodland,494931.8197,5457703.7711
Other Theft,2022,4,13,14,0,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178
Other Theft,2022,5,4,14,25,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178
Other Theft,2022,5,6,12,42,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178
Other Theft,2022,3,17,21,58,14XX CYPRESS ST,Kitsilano,489245.8822,5457844.1949
Other Theft,2022,5,1,15,40,14XX E 17TH AVE,Kensington-Cedar Cottage,494548.5558,5455846.3133
Other Theft,2022,6,9,6,0,14XX E 19TH AVE,Kensington-Cedar Cottage,494536.3186,5455641.5273
Other Theft,2022,6,14,8,50,14XX E 41ST AVE,Victoria-Fraserview,494415.2539,5453316.0178
Other Theft,2022,2,23,20,38,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,2,26,9,0,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,2,26,9,1,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,5,24,12,5,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,6,5,12,57,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,6,23,9,50,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,6,28,19,27,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103
Other Theft,2022,3,4,0,0,14XX E 61ST AVE,Victoria-Fraserview,494422.2436,5451322.228
Other Theft,2022,1,28,18,45,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494559.4357,5456620.9427
Other Theft,2022,2,12,0,0,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494559.4357,5456620.9427
Other Theft,2022,1,14,9,54,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,3,8,9,34,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,3,13,18,11,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,4,18,21,51,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,5,23,18,57,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,6,12,14,7,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Other Theft,2022,5,19,11,43,14XX E HASTINGS ST,Grandview-Woodland,494563.7471,5458727.4016
Other Theft,2022,3,31,12,3,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.8013,5455089.566
Other Theft,2022,5,12,20,38,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.8013,5455089.566
Other Theft,2022,1,26,21,56,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Other Theft,2022,1,30,14,51,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Other Theft,2022,2,23,22,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Other Theft,2022,5,19,8,47,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Other Theft,2022,6,16,10,45,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Other Theft,2022,2,21,19,0,14XX GRANT ST,Grandview-Woodland,494558.8177,5457631.9038
Other Theft,2022,1,9,11,0,14XX HARO ST,West End,490452.8836,5459418.1307
Other Theft,2022,1,17,13,46,14XX HARWOOD ST,West End,489920.5768,5458850.8093
Other Theft,2022,4,20,14,25,14XX HOWE ST,Central Business District,490435.076,5458022.9336
Other Theft,2022,2,27,0,0,14XX LAMEYS MILL RD,Fairview,490007.4357,5457361.3803
Other Theft,2022,3,25,17,43,14XX LAMEYS MILL RD,Fairview,490007.6948,5457360.3881
Other Theft,2022,6,6,7,14,14XX LAMEYS MILL RD,Fairview,490113.9073,5457232.0174
Other Theft,2022,6,4,13,0,14XX NELSON ST,West End,490293.7069,5459253.5052
Other Theft,2022,2,10,9,47,14XX NELSON ST,West End,490313.6847,5459233.9866
Other Theft,2022,2,17,19,25,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Other Theft,2022,6,12,19,30,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Other Theft,2022,6,24,19,15,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Other Theft,2022,5,10,22,50,14XX QUEBEC ST,Central Business District,492588.0646,5457795.3523
Other Theft,2022,5,12,20,30,14XX QUEBEC ST,Mount Pleasant,492611.8626,5457785.6913
Other Theft,2022,3,7,22,55,14XX ROBSON ST,West End,490544.4444,5459470.4886
Other Theft,2022,5,2,22,51,14XX VENABLES ST,Grandview-Woodland,494649.4418,5458215.8934
Other Theft,2022,4,8,17,30,14XX VICTORIA DR,Grandview-Woodland,495215.1009,5457692.6645
Other Theft,2022,6,10,19,6,14XX W 14TH AVE,Fairview,489960.666,5456242.3657
Other Theft,2022,2,16,12,41,14XX W 40TH AVE,Shaughnessy,490003.7192,5453625.0236
Other Theft,2022,3,4,21,53,14XX W 59TH AVE,Marpole,489868.1148,5451635.9717
Other Theft,2022,4,8,0,0,14XX W 5TH AVE,Fairview,490038.877,5457122.804
Other Theft,2022,6,21,16,0,14XX W 6TH AVE,Fairview,489955.0133,5457059.8871
Other Theft,2022,2,14,21,0,14XX W 6TH AVE,Fairview,490011.9596,5457049.4044
Other Theft,2022,3,26,13,25,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863
Other Theft,2022,4,14,15,15,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863
Other Theft,2022,4,23,0,0,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863
Other Theft,2022,6,5,4,30,14XX W 8TH AVE,Fairview,490095.5745,5456860.1146
Other Theft,2022,2,2,6,0,14XX W GEORGIA ST,Central Business District,490664.9304,5459609.2937
Other Theft,2022,2,14,17,0,14XX W PENDER ST,Central Business District,490647.5515,5459698.4034
Other Theft,2022,2,28,20,0,14XX WALNUT ST,Kitsilano,489169.8061,5457842.7645
Other Theft,2022,3,20,23,30,14XX WALNUT ST,Kitsilano,489169.8061,5457842.7645
Other Theft,2022,2,28,16,0,15XX ADANAC ST,Grandview-Woodland,494639.3325,5458317.1795
Other Theft,2022,3,16,22,0,15XX BARCLAY ST,West End,490266.5758,5459439.2577
Other Theft,2022,3,16,16,19,15XX BARCLAY ST,West End,490297.0852,5459422.1498
Other Theft,2022,4,2,20,36,15XX BARCLAY ST,West End,490306.7779,5459399.8401
Other Theft,2022,5,15,1,15,15XX CAMBIE ST,Mount Pleasant,491651.8072,5457599.3064
Other Theft,2022,4,19,18,25,15XX COMMERCIAL DR,Grandview-Woodland,494930.4236,5457619.446
Other Theft,2022,5,23,22,8,15XX COMMERCIAL DR,Grandview-Woodland,494938.1107,5457541.0722
Other Theft,2022,1,3,12,49,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,1,7,16,53,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,1,13,9,32,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,1,16,16,44,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,2,1,10,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,3,17,10,38,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,3,20,16,34,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,3,28,10,33,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,4,16,14,20,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,5,2,13,9,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,5,12,22,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,6,10,4,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,11,18,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,20,20,44,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,24,16,31,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,6,27,13,50,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2022,1,30,14,6,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,2,1,16,41,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,5,20,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,11,16,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,15,13,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,17,19,2,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,18,19,36,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,19,15,31,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,25,11,43,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Other Theft,2022,3,25,11,48,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
