TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,RECENCY
Other Theft,2022,4,1,13,30,85XX CORNISH ST,Marpole,489651.3391,5450670.7494,76
Other Theft,2022,4,18,15,15,85XX GRANVILLE ST,Marpole,489760.7975,5450702.6809,59
Other Theft,2022,4,5,14,40,85XX HEATHER ST,Marpole,490958.1457,5450676.2656,72
Other Theft,2022,5,5,18,30,85XX RIVER DISTRICT CRSS,Killarney,497742.7423,5450407.315,42
Other Theft,2022,3,24,13,0,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895,84
Other Theft,2022,4,26,19,24,85XX RIVER DISTRICT CRSS,Killarney,497749.3867,5450383.4299,51
Other Theft,2022,1,23,19,0,86XX FRENCH ST,Marpole,489852.7232,5450528.8379,144
Other Theft,2022,3,24,15,0,86XX HUDSON ST,Marpole,490196.9205,5450510.6872,84
Other Theft,2022,1,31,8,0,86XX LOGAN ST,Marpole,490888.0825,5450507.6749,136
Other Theft,2022,5,5,13,30,86XX OAK ST,Marpole,490516.1556,5450608.1735,42
Other Theft,2022,4,20,9,0,86XX SHAUGHNESSY ST,Marpole,490616.1712,5450489.0032,57
Other Theft,2022,1,19,9,0,86XX SHAUGHNESSY ST,Marpole,490618.0201,5450580.4343,148
Other Theft,2022,5,18,19,15,87XX FRENCH ST,Marpole,489859.3679,5450427.3053,29
Other Theft,2022,1,4,10,17,87XX GRANVILLE ST,Marpole,489761.9467,5450384.9083,163
Other Theft,2022,5,16,11,35,87XX HEATHER ST,Marpole,490995.6928,5450379.8036,31
Other Theft,2022,5,17,11,0,87XX ONTARIO ST,Marpole,492213.7256,5450495.4721,30
Other Theft,2022,2,12,13,27,87XX SW MARINE DR,Marpole,489640.0562,5450366.1548,124
Other Theft,2022,4,3,11,30,88XX SELKIRK ST,Marpole,490285.2338,5450249.5614,74
Other Theft,2022,5,23,14,12,89XX STANLEY PARK DR,Stanley Park,489232.626,5460021.6542,24
Other Theft,2022,1,31,12,30,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894,136
Other Theft,2022,3,7,0,0,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894,101
Other Theft,2022,1,3,10,11,8X NELSON ST,Central Business District,491569.1713,5458021.678,164
Other Theft,2022,2,15,12,5,8X NELSON ST,Central Business District,491570.7712,5458020.084,121
Other Theft,2022,5,24,4,50,8X W CORDOVA ST,Central Business District,492271.7059,5458906.8915,23
Other Theft,2022,5,5,9,43,8X W GEORGIA ST,Central Business District,492057.0735,5458263.1161,42
Other Theft,2022,2,6,17,39,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,130
Other Theft,2022,3,18,19,5,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,90
Other Theft,2022,4,2,15,56,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,75
Other Theft,2022,4,7,15,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,70
Other Theft,2022,4,11,16,50,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,66
Other Theft,2022,4,20,16,5,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,57
Other Theft,2022,4,24,13,14,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,53
Other Theft,2022,5,19,14,38,8X W PENDER ST,Central Business District,492206.8702,5458693.4618,28
Other Theft,2022,1,11,15,8,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,156
Other Theft,2022,1,18,19,15,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,149
Other Theft,2022,2,2,15,51,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,134
Other Theft,2022,2,2,18,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,134
Other Theft,2022,2,12,19,55,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,124
Other Theft,2022,2,18,19,21,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,118
Other Theft,2022,2,18,20,20,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,118
Other Theft,2022,2,19,14,20,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,117
Other Theft,2022,2,20,18,45,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,116
Other Theft,2022,3,17,10,45,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,91
Other Theft,2022,3,24,16,13,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,84
Other Theft,2022,4,2,8,22,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,75
Other Theft,2022,4,6,16,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,71
Other Theft,2022,4,27,11,30,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,50
Other Theft,2022,4,30,13,56,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,47
Other Theft,2022,5,12,11,45,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,35
Other Theft,2022,5,20,17,26,8X W PENDER ST,Central Business District,492208.5573,5458692.9973,27
Other Theft,2022,1,26,10,30,8XX BURRARD ST,West End,491011.453,5458904.2617,141
Other Theft,2022,2,28,12,2,8XX BURRARD ST,West End,491011.453,5458904.2617,108
Other Theft,2022,4,13,23,0,8XX BURRARD ST,West End,491011.453,5458904.2617,64
Other Theft,2022,2,6,4,26,8XX BURRARD ST,West End,491012.1029,5458904.9078,130
Other Theft,2022,4,2,0,0,8XX BURRARD ST,West End,491012.1029,5458904.9078,75
Other Theft,2022,1,4,12,3,8XX BURRARD ST,West End,491050.1503,5458942.7517,163
Other Theft,2022,4,26,18,57,8XX BURRARD ST,West End,491050.1503,5458942.7517,51
Other Theft,2022,5,19,14,20,8XX BURRARD ST,West End,491050.1503,5458942.7517,28
Other Theft,2022,1,14,23,0,8XX BURRARD ST,Central Business District,491066.1932,5458945.8116,153
Other Theft,2022,2,24,15,0,8XX BUTE ST,West End,490749.7277,5459232.3598,112
Other Theft,2022,3,17,9,25,8XX BUTE ST,West End,490749.7277,5459232.3598,91
Other Theft,2022,3,20,20,0,8XX BUTE ST,West End,490756.1837,5459238.2714,88
Other Theft,2022,5,1,19,56,8XX CAMBIE ST,Central Business District,491609.8008,5458368.6991,46
Other Theft,2022,5,27,1,17,8XX DAVIE ST,Central Business District,490744.2316,5458344.193,20
Other Theft,2022,2,1,12,10,8XX DENMAN ST,West End,490056.6822,5459766.8112,135
Other Theft,2022,5,16,11,55,8XX DENMAN ST,West End,490056.6822,5459766.8112,31
Other Theft,2022,2,10,10,30,8XX DENMAN ST,West End,490057.9669,5459768.1651,126
Other Theft,2022,2,20,12,30,8XX DENMAN ST,West End,490114.2847,5459839.1328,116
Other Theft,2022,3,13,12,17,8XX DENMAN ST,West End,490150.9861,5459863.4215,95
Other Theft,2022,2,7,5,30,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.3051,129
Other Theft,2022,2,8,3,57,8XX DUNSMUIR ST,Central Business District,491405.8625,5459128.2315,128
Other Theft,2022,4,20,14,24,8XX DURWARD AVE,Kensington-Cedar Cottage,493656.8593,5454237.4344,57
Other Theft,2022,4,1,12,30,8XX E 12TH AVE,Mount Pleasant,493688.4199,5456336.3973,76
Other Theft,2022,2,4,8,0,8XX E 12TH AVE,Mount Pleasant,493787.8983,5456335.1007,132
Other Theft,2022,2,18,20,19,8XX E 51ST AVE,Sunset,493593.1778,5452304.3136,118
Other Theft,2022,2,1,14,9,8XX E 62ND AVE,Sunset,493640.7763,5451239.1627,135
Other Theft,2022,4,18,22,30,8XX E 6TH AVE,Mount Pleasant,493667.932,5456946.1371,59
Other Theft,2022,4,6,12,0,8XX E 7TH AVE,Mount Pleasant,493734.4998,5456846.4167,71
Other Theft,2022,1,30,4,54,8XX E 8TH AVE,Mount Pleasant,493695.4435,5456745.9556,137
Other Theft,2022,1,17,19,4,8XX E BROADWAY AVE,Mount Pleasant,493735.7455,5456632.0981,150
Other Theft,2022,3,29,15,3,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.0326,79
Other Theft,2022,3,24,17,30,8XX E HASTINGS ST,Strathcona,493788.0646,5458708.3143,84
Other Theft,2022,2,17,14,0,8XX E HASTINGS ST,Strathcona,493791.0666,5458699.0677,119
Other Theft,2022,5,19,14,25,8XX E HASTINGS ST,Strathcona,493817.8998,5458707.343,28
Other Theft,2022,3,14,20,45,8XX EXPO BLVD,Central Business District,491661.5222,5458135.2126,94
Other Theft,2022,1,11,19,12,8XX GRANVILLE ST,Central Business District,491175.5456,5458637.1794,156
Other Theft,2022,5,14,23,32,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221,33
Other Theft,2022,1,5,15,0,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603,162
Other Theft,2022,1,13,15,27,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603,154
Other Theft,2022,5,23,13,14,8XX GRANVILLE ST,Central Business District,491206.2914,5458655.1737,24
Other Theft,2022,4,3,22,0,8XX GRANVILLE ST,Central Business District,491211.5929,5458660.5151,74
Other Theft,2022,4,29,0,45,8XX GRANVILLE ST,Central Business District,491211.5929,5458660.5151,48
Other Theft,2022,1,10,11,2,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274,157
Other Theft,2022,2,4,11,57,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274,132
Other Theft,2022,2,28,10,8,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274,108
Other Theft,2022,5,8,15,34,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251,39
Other Theft,2022,4,8,19,49,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744,69
Other Theft,2022,1,21,19,47,8XX GRANVILLE ST,Central Business District,491263.6239,5458712.9326,146
Other Theft,2022,3,7,11,4,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,101
Other Theft,2022,3,10,15,44,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,98
Other Theft,2022,4,10,13,49,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,67
Other Theft,2022,4,28,13,57,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,49
Other Theft,2022,5,3,11,8,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,44
Other Theft,2022,5,11,19,49,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197,36
Other Theft,2022,2,14,3,44,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475,122
Other Theft,2022,3,26,18,4,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475,82
Other Theft,2022,4,12,18,18,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475,65
Other Theft,2022,2,12,18,45,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812,124
Other Theft,2022,3,9,22,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596,99
Other Theft,2022,3,15,20,30,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596,93
Other Theft,2022,4,23,23,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596,54
Other Theft,2022,5,22,12,24,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596,25
Other Theft,2022,1,12,13,1,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003,155
Other Theft,2022,5,13,3,8,8XX HAMILTON ST,Central Business District,491524.8995,5458410.9269,34
Other Theft,2022,4,14,7,32,8XX HELMCKEN ST,Central Business District,490805.222,5458524.5575,63
Other Theft,2022,1,3,17,13,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793,164
Other Theft,2022,1,31,8,0,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793,136
Other Theft,2022,4,3,0,0,8XX HOMER ST,Central Business District,491456.3919,5458494.5292,74
Other Theft,2022,2,19,2,0,8XX HORNBY ST,Central Business District,491142.0092,5458874.6606,117
Other Theft,2022,4,17,16,25,8XX HORNBY ST,Central Business District,491142.0092,5458874.6606,60
Other Theft,2022,1,11,14,17,8XX HOWE ST,Central Business District,491179.9621,5458776.8478,156
Other Theft,2022,1,10,16,13,8XX HOWE ST,Central Business District,491202.2736,5458798.8787,157
Other Theft,2022,1,29,2,30,8XX NELSON ST,Central Business District,490916.3077,5458636.8215,138
Other Theft,2022,3,1,23,56,8XX NICOLA ST,West End,490442.1818,5459537.4174,107
Other Theft,2022,2,7,9,43,8XX POWELL ST,Strathcona,493719.254,5458907.7,129
Other Theft,2022,2,15,14,51,8XX POWELL ST,Strathcona,493719.2956,5458907.6981,121
Other Theft,2022,4,12,10,17,8XX RENFREW ST,Hastings-Sunrise,496796.4574,5458295.7936,65
Other Theft,2022,3,15,19,15,8XX ROBSON ST,Central Business District,491151.2143,5458883.568,93
Other Theft,2022,5,2,23,25,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891,45
Other Theft,2022,5,13,12,20,8XX SAWYERS LANE,Fairview,491093.6031,5457104.9266,34
Other Theft,2022,2,22,12,0,8XX SE MARINE DR,Sunset,493653.5945,5450913.7287,114
Other Theft,2022,2,8,16,27,8XX SEYMOUR ST,Central Business District,491359.5315,5458663.1174,128
Other Theft,2022,1,19,18,0,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543,148
Other Theft,2022,3,24,16,0,8XX THURLOW ST,West End,490870.7094,5459057.9603,84
Other Theft,2022,4,10,15,0,8XX W 12TH AVE,Fairview,490960.664,5456434.5777,67
Other Theft,2022,2,7,12,0,8XX W 12TH AVE,Fairview,490964.0951,5456434.471,129
Other Theft,2022,4,11,11,0,8XX W 12TH AVE,Fairview,490964.0951,5456434.471,66
Other Theft,2022,5,8,7,28,8XX W 12TH AVE,Fairview,490964.0951,5456434.471,39
Other Theft,2022,5,25,13,30,8XX W 12TH AVE,Fairview,490964.0951,5456434.471,22
Other Theft,2022,1,16,1,37,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,151
Other Theft,2022,1,18,2,45,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,149
Other Theft,2022,3,31,8,6,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,77
Other Theft,2022,4,1,0,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,76
Other Theft,2022,4,11,12,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,66
Other Theft,2022,4,28,15,58,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,49
Other Theft,2022,5,1,17,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,46
Other Theft,2022,5,17,7,30,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053,30
Other Theft,2022,1,1,12,0,8XX W 12TH AVE,Fairview,491118.4885,5456429.6431,166
Other Theft,2022,1,14,14,0,8XX W 6TH AVE,Fairview,490997.0014,5457022.9384,153
Other Theft,2022,2,5,19,0,8XX W 8TH AVE,Fairview,491045.9564,5456845.1627,131
Other Theft,2022,3,13,17,57,8XX W BROADWAY AVE,Fairview,490996.1962,5456744.7909,95
Other Theft,2022,4,15,18,27,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123,62
Other Theft,2022,4,19,10,25,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123,58
Other Theft,2022,3,5,18,30,8XX W BROADWAY AVE,Fairview,491128.1551,5456731.0548,103
Other Theft,2022,4,30,18,10,8XX W GEORGIA ST,Central Business District,491334.185,5458944.5383,47
Other Theft,2022,3,11,15,30,8XX W HASTINGS ST,Central Business District,491624.1082,5459282.7766,97
Other Theft,2022,1,8,8,0,8XX W PENDER ST,Central Business District,491499.2161,5459242.6241,159
Other Theft,2022,5,21,18,0,8XX W PENDER ST,Central Business District,491549.038,5459194.8529,26
Other Theft,2022,1,7,12,0,9X E 1ST AVE,Mount Pleasant,492513.0093,5457498.9219,160
Other Theft,2022,4,16,16,5,9X KEEFER PL,Central Business District,492176.3211,5458559.7682,61
Other Theft,2022,3,8,15,0,9X KEEFER ST,Central Business District,492563.8341,5458511.4361,100
Other Theft,2022,1,11,18,58,9X SMITHE ST,Central Business District,491598.9399,5458205.0981,156
Other Theft,2022,2,14,21,30,9X SMITHE ST,Central Business District,491598.9399,5458205.0981,122
Other Theft,2022,4,11,22,0,9XX BEACH AVE,Central Business District,490329.7731,5458082.3722,66
Other Theft,2022,1,15,1,15,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576,152
Other Theft,2022,1,17,16,44,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576,150
Other Theft,2022,1,29,13,20,9XX BURRARD ST,West End,490887.1516,5458782.3097,138
Other Theft,2022,3,2,18,0,9XX BURRARD ST,West End,490887.1516,5458782.3097,106
Other Theft,2022,3,16,18,45,9XX BURRARD ST,West End,490938.7233,5458832.2216,92
Other Theft,2022,4,13,20,32,9XX BURRARD ST,West End,490938.7233,5458832.2216,64
Other Theft,2022,1,11,10,30,9XX CAMBIE ST,Central Business District,491511.8393,5458269.1769,156
Other Theft,2022,3,6,20,10,9XX CANADA PL,Central Business District,491609.2906,5459492.6338,102
Other Theft,2022,4,10,20,40,9XX CANADA PL,Central Business District,491609.2906,5459492.6338,67
Other Theft,2022,5,8,15,13,9XX CANADA PL,Central Business District,491609.2906,5459492.6338,39
Other Theft,2022,4,12,16,0,9XX CANADA PL,Central Business District,491612.8672,5459491.059,65
Other Theft,2022,1,1,0,39,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,166
Other Theft,2022,1,28,1,25,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,139
Other Theft,2022,4,25,11,0,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,52
Other Theft,2022,5,7,7,41,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,40
Other Theft,2022,5,7,11,17,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,40
Other Theft,2022,5,7,12,48,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,40
Other Theft,2022,5,12,5,0,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328,35
Other Theft,2022,4,2,0,0,9XX DAVIE ST,Central Business District,490672.9165,5458414.3115,75
Other Theft,2022,1,1,21,2,9XX DAVIE ST,Central Business District,490675.909,5458411.3696,166
Other Theft,2022,1,13,9,26,9XX DENMAN ST,West End,489997.1689,5459704.382,154
Other Theft,2022,2,20,15,50,9XX DENMAN ST,West End,489999.978,5459707.1511,116
Other Theft,2022,2,20,17,40,9XX DENMAN ST,West End,489999.978,5459707.1511,116
Other Theft,2022,2,26,18,15,9XX DENMAN ST,West End,489999.978,5459707.1511,110
Other Theft,2022,2,27,9,45,9XX DENMAN ST,West End,489999.978,5459707.1511,109
Other Theft,2022,3,3,9,51,9XX DENMAN ST,West End,489999.978,5459707.1511,105
Other Theft,2022,4,11,15,0,9XX DENMAN ST,West End,490032.7081,5459741.5561,66
Other Theft,2022,1,31,12,20,9XX E 55TH AVE,Sunset,493789.5521,5451897.5058,136
Other Theft,2022,5,3,16,20,9XX E 57TH AVE,Sunset,493713.9815,5451713.3251,44
Other Theft,2022,3,30,15,7,9XX E KING EDWARD AVE,Kensington-Cedar Cottage,493846.4951,5455089.0679,78
Other Theft,2022,4,21,11,12,9XX EXPO BLVD,Central Business District,491623.4063,5458093.216,56
Other Theft,2022,5,24,10,0,9XX GRANVILLE ST,Central Business District,491055.9319,5458518.3359,23
Other Theft,2022,1,23,3,0,9XX GRANVILLE ST,Central Business District,491060.5353,5458522.9052,144
Other Theft,2022,2,20,23,45,9XX GRANVILLE ST,Central Business District,491064.7466,5458527.0857,116
Other Theft,2022,3,6,4,0,9XX GRANVILLE ST,Central Business District,491065.1387,5458527.4744,102
Other Theft,2022,2,26,23,30,9XX GRANVILLE ST,Central Business District,491091.1917,5458553.3346,110
Other Theft,2022,4,10,3,0,9XX GRANVILLE ST,Central Business District,491091.1917,5458553.3346,67
Other Theft,2022,4,11,23,0,9XX GRANVILLE ST,Central Business District,491091.1917,5458553.3346,66
Other Theft,2022,3,24,0,30,9XX GRANVILLE ST,Central Business District,491099.6641,5458561.7438,84
Other Theft,2022,1,8,20,1,9XX GRANVILLE ST,Central Business District,491113.4743,5458575.4515,159
Other Theft,2022,3,14,5,5,9XX GRANVILLE ST,Central Business District,491128.486,5458577.4686,94
Other Theft,2022,1,23,0,30,9XX GRANVILLE ST,Central Business District,491132.8935,5458581.8434,144
Other Theft,2022,3,21,1,0,9XX GRANVILLE ST,Central Business District,491132.8935,5458581.8434,87
Other Theft,2022,5,8,2,0,9XX GRANVILLE ST,Central Business District,491132.8935,5458581.8434,39
Other Theft,2022,3,5,1,0,9XX GRANVILLE ST,Central Business District,491138.793,5458600.5824,103
Other Theft,2022,3,12,23,30,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.6451,96
Other Theft,2022,3,27,2,30,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.6451,81
Other Theft,2022,5,23,2,30,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.6451,24
Other Theft,2022,3,20,21,0,9XX GRANVILLE ST,Central Business District,491148.3198,5458597.1553,88
Other Theft,2022,3,26,2,0,9XX GRANVILLE ST,Central Business District,491168.1536,5458616.842,82
Other Theft,2022,2,19,0,1,9XX GRANVILLE ST,Central Business District,491170.5533,5458619.2235,117
Other Theft,2022,3,18,21,33,9XX HORNBY ST,Central Business District,490984.4345,5458729.5653,90
Other Theft,2022,3,21,21,15,9XX HORNBY ST,Central Business District,490984.4345,5458729.5653,87
Other Theft,2022,2,11,23,0,9XX HORNBY ST,Central Business District,491015.9418,5458760.5025,125
Other Theft,2022,2,1,16,30,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493869.8527,5455700.2123,135
Other Theft,2022,2,16,21,0,9XX MAIN ST,Central Business District,492726.1583,5458199.6474,120
Other Theft,2022,2,19,13,24,9XX MAIN ST,Strathcona,492745.9214,5458192.9329,117
Other Theft,2022,4,2,6,30,9XX NELSON ST,Central Business District,490876.4816,5458675.5559,75
Other Theft,2022,4,9,18,0,9XX RICHARDS ST,Central Business District,491204.6667,5458383.6548,68
Other Theft,2022,5,25,15,55,9XX RICHARDS ST,Central Business District,491204.6667,5458383.6548,22
Other Theft,2022,2,3,13,0,9XX RICHARDS ST,Central Business District,491277.3697,5458444.3802,133
Other Theft,2022,3,19,17,35,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578,89
Other Theft,2022,1,2,18,43,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,165
Other Theft,2022,1,5,19,46,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,162
Other Theft,2022,1,10,14,3,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,157
Other Theft,2022,1,10,14,30,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,157
Other Theft,2022,1,10,17,29,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,157
Other Theft,2022,1,18,19,18,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,149
Other Theft,2022,1,28,16,30,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,139
Other Theft,2022,2,1,12,5,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,135
Other Theft,2022,2,2,17,26,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,134
Other Theft,2022,2,7,14,16,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,129
Other Theft,2022,2,26,19,27,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,110
Other Theft,2022,2,28,13,36,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,108
Other Theft,2022,3,3,17,7,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,105
Other Theft,2022,3,3,17,41,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,105
Other Theft,2022,3,7,15,6,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,101
Other Theft,2022,3,10,19,19,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,98
Other Theft,2022,3,12,18,9,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433,96
